Word,freqfilms2,freqlivres,cgram
flottage,0.00,0.07,NOM
flottaison,0.12,1.22,NOM
flottant,0.05,0.81,NOM
flottant,1.01,4.12,ADJ
flottation,0.01,0.00,NOM
flotte,16.22,26.22,NOM
flottement,0.30,2.30,NOM
flotter,3.16,10.68,VER
flotteur,0.39,0.68,NOM
flottille,0.28,1.42,NOM
flouer,0.07,0.00,VER
flouerie,0.00,0.07,NOM
flouse,0.01,0.14,NOM
flouve,0.00,0.07,NOM
flouzaille,0.00,0.07,NOM
flouze,0.23,0.34,NOM
fluctuant,0.07,0.20,ADJ
fluctuation,0.29,0.07,NOM
fluctuer,0.02,0.07,VER
fluence,0.01,0.00,NOM
fluet,0.23,1.69,ADJ
fluide,1.49,1.76,NOM
fluide,1.58,3.78,ADJ
fluidement,0.00,0.14,ADV
fluidifiant,0.03,0.00,NOM
fluidifier,0.01,0.07,VER
fluidité,0.39,1.35,NOM
fluor,0.12,0.00,NOM
fluorescéine,0.01,0.00,NOM
fluorescence,0.05,0.14,NOM
fluorescent,0.14,0.47,ADJ
fluorhydrique,0.01,0.00,ADJ
fluorite,0.04,0.00,NOM
fluorure,0.17,0.07,NOM
flush,1.17,0.07,NOM
flûte,9.11,8.92,NOM
flûté,0.00,0.34,ADJ
flûter,0.14,0.07,VER
flûtiau,0.10,0.07,NOM
flûtiste,0.16,0.34,NOM
fluvial,0.16,0.74,ADJ
fluviatile,0.00,0.07,ADJ
fluxion,0.29,0.47,NOM
focal,0.25,0.07,ADJ
focale,0.02,0.00,NOM
focalisation,0.01,0.00,NOM
focaliser,0.59,0.07,VER
foehn,0.04,0.00,NOM
foëne,0.00,0.07,NOM
fœtal,0.27,0.34,ADJ
fœtus,3.06,2.57,NOM
fofolle,0.20,0.14,NOM
fofolle,0.25,0.00,ADJ
foirade,0.00,0.20,NOM
foirail,0.00,0.41,NOM
foire,11.11,13.78,NOM
foirer,4.60,0.34,VER
foireux,2.57,3.04,ADJ
foiridon,0.00,0.20,NOM
foison,0.31,1.15,NOM
foisonnant,0.00,0.34,ADJ
foisonnement,0.00,1.55,NOM
foisonner,0.01,0.14,VER
folasse,0.01,0.00,NOM
folâtre,0.27,0.41,ADJ
folâtrer,0.04,0.20,VER
foldingue,0.04,0.07,NOM
foldingue,0.24,0.07,ADJ
folichon,0.69,0.20,ADJ
folie,49.01,52.43,NOM
folingue,0.02,0.61,ADJ
folio,0.02,0.41,NOM
folique,0.13,0.00,ADJ
folklo,0.04,0.47,ADJ
folklore,0.85,3.72,NOM
folklorique,0.79,0.95,ADJ
folkloriste,0.00,0.14,NOM
folledingue,0.02,0.00,NOM
follement,4.15,6.42,ADV
follet,0.00,0.14,NOM
follet,0.08,1.15,ADJ
folliculaire,0.05,0.00,ADJ
follicule,0.15,0.00,NOM
folliculite,0.02,0.00,NOM
fomenter,0.06,0.61,VER
foncé,2.48,7.91,ADJ
foncer,3.34,6.01,VER
fonceur,0.18,0.20,ADJ
fonceur,0.42,0.14,NOM
foncier,0.02,0.00,NOM
foncier,0.33,1.28,ADJ
foncièrement,0.18,2.09,ADV
foncteur,0.01,0.00,NOM
fonction,13.12,21.76,NOM
fonctionnaire,5.03,11.28,NOM
fonctionnaliste,0.00,0.07,ADJ
fonctionnalité,0.07,0.00,NOM
fonctionnel,1.28,0.47,ADJ
fonctionnellement,0.00,0.07,ADV
fonctionnement,2.69,6.01,NOM
fonctionner,6.59,7.03,VER
fondamental,1.45,2.64,ADJ
fondamentalement,2.03,1.15,ADV
fondamentalisme,0.02,0.00,NOM
fondamentaliste,0.02,0.00,NOM
fondamentaliste,0.11,0.00,ADJ
fondant,0.10,1.22,ADJ
fondant,0.21,0.61,NOM
fondateur,1.35,1.08,ADJ
fondateur,2.40,1.69,NOM
fondation,6.39,3.99,NOM
fondé,0.46,0.27,ADJ
fondement,1.76,2.43,NOM
fonder,4.21,4.26,VER
fonderie,0.51,0.41,NOM
fondeur,0.34,0.41,NOM
fondouk,0.00,0.07,NOM
fondre,8.05,17.70,VER
fondrière,0.00,0.61,NOM
fonds,15.10,16.62,NOM
fondu,0.64,0.81,NOM
fondu,1.61,2.36,ADJ
fondue,1.04,0.74,NOM
fongible,0.04,0.00,ADJ
fongicide,0.01,0.00,ADJ
fongicide,0.04,0.00,NOM
fongique,0.05,0.00,ADJ
fongus,0.04,0.00,NOM
fontaine,6.62,17.36,NOM
fontainette,0.00,0.27,NOM
fontainier,0.27,0.00,NOM
fontanelle,0.14,0.07,NOM
fonte,0.74,8.31,NOM
fonts,0.10,1.08,NOM
football,13.93,6.28,NOM
footballeur,2.01,0.54,NOM
footballistique,0.02,0.00,ADJ
footeux,0.04,0.00,NOM
footing,0.45,0.34,NOM
forage,0.82,0.20,NOM
forain,0.10,1.35,NOM
forain,0.39,1.42,ADJ
foramen,0.03,0.00,NOM
forban,0.03,0.74,NOM
forçage,0.04,0.14,NOM
forçat,0.30,1.35,NOM
force,1.41,4.86,ADJ:ind
force,108.29,218.38,NOM
forcé,2.36,5.74,ADJ
forcement,0.81,0.07,NOM
forcément,24.23,29.12,ADV
forcené,0.02,2.36,ADJ
forcené,0.75,1.35,NOM
forceps,0.72,0.95,NOM
forcer,16.33,18.04,VER
forceur,0.02,0.07,NOM
forcing,0.13,0.88,NOM
forcir,0.01,0.20,VER
forer,0.80,0.47,VER
forestier,0.35,2.97,NOM
forestier,2.13,2.09,ADJ
foret,1.16,0.14,NOM
forêt,29.57,91.89,NOM
foreur,0.23,0.00,NOM
foreur,0.42,0.00,ADJ
forfait,0.94,0.68,VER
forfait,1.50,3.38,NOM
forfaitaire,0.05,0.14,ADJ
forfaiture,0.02,0.61,NOM
forfanterie,0.17,0.68,NOM
forge,1.51,7.64,NOM
forgeage,0.14,0.00,NOM
forger,3.16,1.62,VER
forgeron,3.49,3.38,NOM
forgeur,0.15,0.00,NOM
forlane,0.10,0.00,NOM
forlonger,0.00,0.07,VER
formage,0.00,0.07,NOM
formaldéhyde,0.34,0.00,NOM
formalisé,0.01,0.00,ADJ
formaliser,0.04,0.68,VER
formalisme,0.12,0.34,NOM
formaliste,0.01,0.14,NOM
formaliste,0.02,0.07,ADJ
formalité,3.77,2.97,NOM
formant,0.01,0.47,NOM
format,1.80,6.96,NOM
formatage,0.07,0.00,NOM
formater,0.04,0.00,VER
formateur,0.04,0.00,NOM
formateur,0.19,0.07,ADJ
formation,13.68,9.32,NOM
forme,82.61,137.91,NOM
formé,0.52,0.95,ADJ
formel,2.40,3.31,ADJ
formellement,1.48,4.53,ADV
former,8.18,15.95,VER
formica,0.28,1.96,NOM
formid,0.02,0.14,ADJ
formidable,51.79,30.07,ADJ
formidablement,0.24,1.42,ADV
formide,0.01,0.20,ADJ
formique,0.04,0.07,ADJ
formol,0.88,0.74,NOM
formulaire,6.93,0.81,NOM
formulation,0.28,1.01,NOM
formule,10.97,22.84,NOM
formulé,0.11,0.68,ADJ
formuler,1.88,7.50,VER
fornicateur,0.21,0.14,NOM
fornication,1.05,0.95,NOM
forniquer,0.51,0.47,VER
forte,0.30,0.14,ADV
fortement,4.25,15.68,ADV
forteresse,7.38,14.05,NOM
fortiche,0.84,1.49,ADJ
fortifiant,0.05,0.20,ADJ
fortifiant,0.23,0.34,NOM
fortification,0.22,0.34,NOM
fortifié,0.10,0.61,ADJ
fortifier,0.47,1.22,VER
fortin,0.32,2.70,NOM
fortissimo,0.01,0.47,ADV
fortissimo,0.11,0.20,NOM
fortitude,0.05,0.07,NOM
fortraiture,0.00,0.07,NOM
fortuit,0.55,1.22,ADJ
fortuitement,0.17,0.34,ADV
fortune,32.35,46.49,NOM
fortuné,1.24,1.35,ADJ
forum,1.14,0.95,NOM
fosse,6.64,10.74,NOM
fossé,4.10,20.07,NOM
fossette,0.44,2.09,NOM
fossile,0.09,1.01,ADJ
fossile,1.40,0.20,NOM
fossilisation,0.13,0.07,NOM
fossoyeur,2.00,1.42,NOM
fossoyeuse,0.01,0.00,NOM
fouaille,0.00,1.22,NOM
fouailler,0.00,0.34,VER
foucade,0.01,0.14,NOM
foudre,12.50,12.64,NOM
foudroiement,0.01,0.00,NOM
foudroyant,0.41,2.23,ADJ
foudroyer,0.39,1.35,VER
fouet,7.92,16.69,NOM
fouettard,0.34,0.47,ADJ
fouetté,0.23,0.47,NOM
fouettement,0.01,0.20,NOM
fouetter,2.27,4.26,VER
fouetteur,0.02,0.00,NOM
foufou,0.42,0.00,ADJ
foufoune,0.57,0.00,NOM
foufounette,0.01,0.20,NOM
fougasse,2.54,0.14,NOM
fougeraie,0.00,0.54,NOM
fougère,0.48,0.74,NOM
fougue,1.17,5.07,NOM
fougueusement,0.05,0.47,ADV
fougueux,1.41,2.43,ADJ
fouille,3.19,6.76,NOM
fouiller,12.87,11.76,VER
fouillette,0.00,0.20,NOM
fouilleur,0.02,0.00,ADJ
fouilleur,0.03,0.27,NOM
fouillis,0.81,7.16,NOM
fouinard,0.11,0.00,NOM
fouine,2.45,1.89,NOM
fouiner,3.31,1.08,VER
fouineur,0.13,0.47,ADJ
fouineur,0.23,0.07,NOM
fouir,0.00,0.20,VER
fouisseur,0.00,0.07,NOM
fouisseur,0.01,0.07,ADJ
foulage,0.00,0.07,NOM
foulant,0.01,0.07,ADJ
foulard,3.94,15.95,NOM
foulbé,0.00,0.07,ADJ
foule,25.95,101.62,NOM
foulée,0.50,5.34,NOM
fouler,0.65,2.57,VER
fouleur,0.01,0.00,NOM
fouloir,0.00,0.14,NOM
foulon,0.14,0.00,NOM
foulque,0.01,0.00,NOM
foulure,0.17,0.20,NOM
fourbe,1.12,0.61,NOM
fourbe,1.32,0.68,ADJ
fourber,0.00,0.07,VER
fourberie,0.52,0.88,NOM
fourbi,0.01,0.20,ADJ
fourbi,0.77,2.91,NOM
fourbir,0.01,0.34,VER
fourbu,0.12,2.84,ADJ
fourche,1.21,5.61,NOM
fourchée,0.00,0.07,NOM
fourcher,0.03,0.00,VER
fourchet,0.00,0.07,NOM
fourchette,4.98,10.95,NOM
fourchu,0.17,0.27,ADJ
fourgon,7.87,5.14,NOM
fourgonner,0.00,0.34,VER
fourgonnette,1.26,1.62,NOM
fourgue,0.16,1.49,NOM
fourguer,1.10,1.82,VER
fourme,0.00,0.34,NOM
fourmi,2.78,5.14,NOM
fourmilier,0.12,0.07,NOM
fourmilion,0.00,0.14,NOM
fourmillant,0.00,0.14,ADJ
fourmillement,0.07,1.82,NOM
fourmiller,0.01,0.54,VER
fournaise,0.59,3.04,NOM
fourneau,1.13,12.30,NOM
fournée,0.46,1.82,NOM
fourni,0.16,1.22,ADJ
fournier,0.00,0.07,NOM
fournil,0.26,3.92,NOM
fourniment,0.13,0.88,NOM
fournir,8.43,19.46,VER
fournisseur,2.62,1.76,NOM
fourniture,0.16,0.61,NOM
fourrage,0.58,1.89,NOM
fourragement,0.00,0.07,NOM
fourrager,0.00,0.07,ADJ
fourrager,0.02,0.61,VER
fourre,0.03,0.20,NOM
fourré,0.46,8.85,NOM
fourré,1.36,2.84,ADJ
fourreau,0.78,3.85,NOM
fourrer,4.36,6.82,VER
fourreur,0.07,0.61,NOM
fourrier,0.01,1.69,NOM
fourrière,2.83,0.81,NOM
fourrure,5.56,16.89,NOM
fourvoiement,0.00,0.07,NOM
fourvoyé,0.01,0.14,ADJ
fourvoyer,0.14,0.20,VER
fouta,0.01,0.07,NOM
foutaise,1.80,0.74,NOM
fouterie,0.00,0.20,NOM
fouteur,0.46,0.07,NOM
foutoir,2.15,1.49,NOM
foutral,0.05,0.14,ADJ
foutraque,0.01,0.07,ADJ
foutre,3.62,6.42,NOM
foutre,97.99,42.70,VER
foutrement,1.24,0.61,ADV
foutrerie,0.01,0.00,NOM
foutriquet,0.04,0.14,NOM
foutu,16.28,7.77,ADJ
foutument,0.03,0.20,ADV
foyard,0.00,0.20,NOM
foyer,1.31,1.15,ADJ
foyer,25.57,25.81,NOM
fracas,4.17,18.18,NOM
fracassant,0.24,0.88,ADJ
fracassé,0.24,0.68,ADJ
fracasser,0.91,2.23,VER
fractal,0.05,0.00,ADJ
fraction,1.34,6.76,NOM
fractionnel,0.00,0.07,ADJ
fractionnement,0.00,0.20,NOM
fractionner,0.02,0.14,VER
fracture,5.62,1.82,NOM
fracturé,0.50,0.20,ADJ
fracturer,0.27,0.47,VER
fractus,0.00,0.07,NOM
fragile,12.94,35.68,ADJ
fragilement,0.00,0.07,ADV
fragilisé,0.02,0.00,ADJ
fragiliser,0.02,0.00,VER
fragilité,1.18,8.31,NOM
fragment,1.58,6.01,NOM
fragmentaire,0.01,0.61,ADJ
fragmentation,0.77,0.14,NOM
fragmenté,0.01,0.00,ADJ
fragmenter,0.03,0.00,VER
fragrance,0.29,0.68,NOM
fragrant,0.00,0.07,ADJ
fraîchement,1.17,8.31,ADV
fraîcheur,3.24,35.00,NOM
fraîchir,0.01,0.34,VER
frairie,0.00,0.41,NOM
frais,0.33,0.20,ADV
frais,26.16,29.80,NOM
frais,27.41,56.22,ADJ
fraise,5.28,3.92,NOM
fraiser,1.39,0.00,VER
fraiseur,0.00,0.07,NOM
fraisier,0.14,0.20,NOM
fraisil,0.00,0.07,NOM
framboise,1.95,3.92,NOM
framboisier,0.27,0.00,NOM
franc,0.16,0.00,ADV
franc,1.21,4.73,NOM
franc,12.84,10.95,ADJ
français,29.78,148.72,ADJ
français,34.94,148.72,NOM
francatu,0.00,0.07,NOM
francfort,0.07,0.07,NOM
franchement,35.09,28.24,ADV
franchir,7.88,22.36,VER
franchisage,0.03,0.00,NOM
franchise,5.62,7.70,NOM
franchiser,0.09,0.00,VER
franchissement,0.11,0.88,NOM
franchouillard,0.00,0.07,NOM
franchouillard,0.01,0.27,ADJ
francisation,0.00,0.14,NOM
franciscain,0.10,0.20,NOM
franciscain,0.29,0.41,ADJ
franciser,0.00,0.20,VER
francisque,0.00,0.41,NOM
francité,0.00,0.68,NOM
franco,3.87,2.70,ADV
francomanie,0.00,0.07,NOM
francophile,0.00,0.14,ADJ
francophile,0.00,0.14,NOM
francophilie,0.00,0.27,NOM
francophobie,0.00,0.07,NOM
francophone,0.00,0.07,NOM
francophone,0.10,0.61,ADJ
francophonie,0.00,0.20,NOM
frange,0.69,8.04,NOM
frangin,7.29,7.43,NOM
frangipane,0.00,0.14,NOM
franglais,0.00,0.20,NOM
frankaoui,0.00,0.07,NOM
franklin,0.04,0.07,NOM
franque,0.00,3.58,ADJ
franquette,0.32,0.88,NOM
franquisme,0.50,0.07,NOM
franquiste,0.10,0.07,NOM
franquiste,0.14,0.34,ADJ
frapadingue,0.05,0.20,ADJ
frappadingue,0.03,0.20,NOM
frappadingue,0.07,0.14,ADJ
frappant,0.79,1.96,ADJ
frappe,10.87,4.53,NOM
frappé,0.71,2.16,ADJ
frappement,0.00,0.20,NOM
frapper,37.08,32.09,VER
frappeur,0.40,0.20,NOM
fraser,0.01,0.00,VER
frasque,0.14,0.07,NOM
frater,0.01,0.07,NOM
fraternel,1.13,4.32,ADJ
fraternellement,0.11,1.62,ADV
fraternisation,0.06,0.34,NOM
fraterniser,0.23,0.20,VER
fraternité,3.49,7.30,NOM
fratricide,0.02,0.34,NOM
fratricide,0.28,0.34,ADJ
fratrie,0.07,0.14,NOM
fraude,4.82,2.84,NOM
frauder,0.16,0.14,VER
fraudeur,0.06,0.07,NOM
frauduleusement,0.03,0.14,ADV
frauduleux,0.25,0.14,ADJ
frayée,0.00,0.07,NOM
frayer,1.03,4.86,VER
frayeur,3.43,5.88,NOM
freak,0.16,0.14,NOM
fredonnement,0.04,0.14,NOM
fredonner,0.23,2.03,VER
freelance,0.40,0.07,NOM
freesia,0.01,0.00,NOM
freezer,1.08,0.00,NOM
frégate,0.46,1.82,NOM
frein,4.87,7.91,NOM
freinage,0.84,0.68,NOM
freiner,1.63,3.11,VER
frelaté,0.02,0.34,ADJ
frelater,0.01,0.00,VER
frêle,1.00,9.80,ADJ
frelon,0.59,0.81,NOM
freluquet,0.46,0.34,NOM
frémir,1.38,6.22,VER
frémissant,0.39,2.03,ADJ
frémissement,0.55,8.58,NOM
french,0.20,0.41,NOM
frêne,1.71,1.62,NOM
frénésie,1.23,7.77,NOM
frénétique,0.52,4.12,ADJ
frénétiquement,0.26,2.97,ADV
fréon,0.21,0.00,NOM
fréquemment,1.16,8.24,ADV
fréquence,7.61,2.23,NOM
fréquent,2.39,3.78,ADJ
fréquentable,0.22,0.34,ADJ
fréquentation,0.46,2.97,NOM
fréquenté,0.36,1.55,ADJ
fréquenter,4.57,6.76,VER
frère,311.45,142.36,NOM
frérot,2.46,0.68,NOM
fresque,1.37,3.24,NOM
fresquiste,0.01,0.00,NOM
fréter,0.01,0.14,VER
frétillant,0.07,0.61,ADJ
frétillement,0.00,0.27,NOM
frétiller,0.08,0.54,VER
frétillon,0.00,0.20,ADJ
fretin,0.63,0.61,NOM
frette,0.16,0.27,NOM
freudien,0.05,0.27,NOM
freudien,0.23,0.34,ADJ
freudisme,0.02,0.14,NOM
freux,0.02,0.20,NOM
friabilité,0.00,0.14,NOM
friable,0.10,1.82,ADJ
friand,0.06,0.00,NOM
friand,0.29,1.49,ADJ
friandise,0.46,1.49,NOM
fricadelle,0.67,0.00,NOM
fricandeau,0.00,0.14,NOM
fricasse,0.00,0.14,NOM
fricassée,0.46,0.47,NOM
fricatif,0.00,0.20,ADJ
friche,0.28,4.59,NOM
frichti,0.03,4.12,NOM
fricot,0.01,0.54,NOM
fricotage,0.03,0.00,NOM
fricoter,0.47,0.41,VER
fricoteur,0.10,0.00,NOM
friction,0.87,0.54,NOM
frictionner,0.06,0.47,VER
fridolin,0.01,0.00,NOM
frigidaire,1.16,3.18,NOM
frigide,0.08,0.14,NOM
frigide,0.65,0.68,ADJ
frigidité,0.06,0.34,NOM
frigo,19.07,7.50,NOM
frigorifié,0.06,0.34,ADJ
frigorifier,0.01,0.00,VER
frigorifique,0.10,0.00,ADJ
frigorigène,0.01,0.00,ADJ
frigorigène,0.01,0.00,NOM
frileusement,0.00,1.96,ADV
frileux,0.02,0.14,NOM
frileux,0.74,3.65,ADJ
frilosité,0.01,0.07,NOM
frimaire,0.00,0.07,NOM
frimas,0.11,1.15,NOM
frime,0.79,7.64,NOM
frimer,1.73,1.62,VER
frimeur,0.51,0.27,ADJ
frimeur,0.86,0.27,NOM
frimousse,0.81,1.49,NOM
fringale,0.40,2.23,NOM
fringant,0.63,1.96,ADJ
fringillidé,0.01,0.07,NOM
fringue,0.23,0.20,NOM
fringuer,0.29,0.47,VER
fripe,0.22,0.61,NOM
fripé,0.33,1.49,ADJ
friper,0.01,0.20,VER
friperie,0.37,0.20,NOM
fripier,0.02,0.61,NOM
fripon,0.15,0.41,ADJ
fripon,0.44,0.34,NOM
friponnerie,0.13,0.14,NOM
fripouille,1.99,1.15,NOM
fripouillerie,0.00,0.14,NOM
frippe,0.00,0.07,NOM
friqué,0.32,0.20,ADJ
frire,2.26,1.82,VER
frisant,0.02,0.20,ADJ
frisbee,1.35,0.00,NOM
frise,0.23,3.04,NOM
frisé,1.56,3.24,ADJ
friselée,0.00,0.07,NOM
friseler,0.00,0.07,VER
friselis,0.00,1.35,NOM
friser,0.42,1.42,VER
frisette,0.03,0.88,NOM
friseur,0.00,0.20,NOM
frison,0.00,0.07,ADJ
frison,0.10,0.00,NOM
frisottant,0.00,0.07,ADJ
frisotté,0.00,0.27,ADJ
frisottement,0.00,0.07,NOM
frisotter,0.00,0.07,VER
frisottis,0.01,0.14,NOM
frisquet,1.16,0.68,ADJ
frisselis,0.00,0.14,NOM
frisson,4.23,14.26,NOM
frissonnant,0.11,0.95,ADJ
frissonnement,0.01,0.41,NOM
frissonner,0.73,4.12,VER
frisure,0.00,0.14,NOM
frite,0.51,0.54,ADJ
frite,0.66,0.54,NOM
friterie,0.18,0.14,NOM
fritte,0.01,0.00,NOM
fritter,0.04,0.00,VER
friture,1.81,3.24,NOM
friturier,0.00,0.07,NOM
fritz,1.72,1.82,NOM
frivole,1.75,4.26,ADJ
frivolité,0.40,2.30,NOM
frocard,0.00,0.14,NOM
froid,28.73,71.96,NOM
froid,98.43,94.86,ADJ
froidement,0.94,9.05,ADV
froideur,1.94,7.57,NOM
froidir,0.00,0.07,VER
froidure,0.11,1.55,NOM
froissé,0.42,3.78,ADJ
froissement,0.23,8.38,NOM
froisser,1.60,1.96,VER
frôlement,0.11,3.85,NOM
frôler,0.68,4.19,VER
frôleur,0.00,0.34,ADJ
fromage,25.68,20.81,NOM
fromager,0.04,0.07,ADJ
fromager,0.30,0.34,NOM
fromagerie,0.01,0.41,NOM
fromegi,0.00,0.07,NOM
froment,0.21,1.35,NOM
fromental,0.00,0.07,NOM
frometon,0.04,0.27,NOM
fronce,0.34,0.07,NOM
froncé,0.03,1.08,ADJ
froncement,0.16,1.08,NOM
froncer,0.08,0.88,VER
frondaison,0.00,0.61,NOM
fronde,0.86,1.69,NOM
frondeur,0.01,0.34,ADJ
front,38.81,152.57,NOM
frontal,0.09,0.14,NOM
frontal,1.15,0.74,ADJ
frontalier,0.00,0.07,NOM
frontalier,0.04,0.07,ADJ
fronteau,0.00,0.07,NOM
frontière,28.54,26.42,NOM
frontispice,0.01,0.27,NOM
fronton,0.10,4.39,NOM
frottage,0.05,0.20,NOM
frottant,0.00,0.20,ADJ
frotté,0.03,0.07,ADJ
frottement,0.31,3.72,NOM
frotter,4.01,8.99,VER
frotteur,0.00,0.34,NOM
frotteur,0.01,0.07,ADJ
frottin,0.01,0.20,NOM
frottis,0.39,0.34,NOM
frottoir,0.00,0.34,NOM
frouement,0.00,0.20,NOM
froufrou,0.23,0.14,NOM
froufroutant,0.00,0.07,ADJ
froufroutement,0.00,0.07,NOM
froufrouter,0.01,0.00,VER
froussard,0.39,0.27,ADJ
froussard,1.33,0.41,NOM
frousse,2.90,2.16,NOM
fructidor,0.01,0.07,NOM
fructification,0.00,0.14,NOM
fructifier,0.53,1.08,VER
fructose,0.07,0.00,NOM
fructueux,0.32,1.35,ADJ
frugal,0.18,0.61,ADJ
frugalement,0.01,0.07,ADV
frugalité,0.01,0.47,NOM
frugivore,0.02,0.00,ADJ
fruit,15.99,21.96,NOM
fruité,0.31,0.34,ADJ
fruiter,0.00,0.07,VER
fruitier,0.13,0.34,NOM
fruitier,0.15,0.47,ADJ
frusquer,0.00,0.07,VER
fruste,0.37,3.11,ADJ
frustrant,1.23,0.00,ADJ
frustration,2.73,3.24,NOM
frustré,0.32,0.27,NOM
frustré,1.14,1.15,ADJ
frustrer,0.08,0.34,VER
fuchsia,0.04,0.14,NOM
fuchsia,0.06,0.34,ADJ
fuégien,0.00,0.07,NOM
fugace,0.68,3.18,ADJ
fugacement,0.00,0.54,ADV
fugacité,0.11,0.07,NOM
fugitif,0.89,3.65,ADJ
fugitif,2.41,1.28,NOM
fugitivement,0.00,2.57,ADV
fugue,3.61,5.68,NOM
fuguer,0.42,0.14,VER
fugueur,0.02,0.14,ADJ
fugueur,0.16,0.27,NOM
fuite,26.02,31.82,NOM
fuiter,0.01,0.07,VER
fulgurance,0.03,0.47,NOM
fulgurant,0.12,2.57,ADJ
fulguration,0.00,0.20,NOM
fulgurer,0.00,0.07,VER
fuligineux,0.01,1.08,ADJ
fuligule,0.02,0.00,NOM
fullerène,0.04,0.00,NOM
fulmicoton,0.00,0.14,NOM
fulminant,0.21,0.34,ADJ
fulminate,0.05,0.07,NOM
fulmination,0.02,0.27,NOM
fulminement,0.00,0.07,NOM
fulminer,0.10,0.27,VER
fumaga,0.00,0.07,NOM
fumage,0.07,0.07,NOM
fumailler,0.00,0.07,VER
fumaison,0.00,0.07,NOM
fumant,1.04,4.12,ADJ
fumasse,0.12,0.20,ADJ
fumée,19.91,55.88,NOM
fumer,35.91,20.88,VER
fumerie,0.46,0.27,NOM
fumeron,0.00,0.07,NOM
fumet,0.24,3.51,NOM
fumette,0.28,0.07,NOM
fumeur,2.09,1.96,NOM
fumeux,0.05,1.49,ADJ
fumier,15.66,13.11,NOM
fumigateur,0.01,0.00,NOM
fumigation,0.25,0.14,NOM
fumigène,0.33,0.27,ADJ
fumiger,0.09,0.00,VER
fumiste,0.01,0.14,ADJ
fumiste,0.59,0.07,NOM
fumisterie,0.29,0.27,NOM
fumoir,0.31,1.49,NOM
fumure,0.00,0.07,NOM
funambule,0.52,1.35,NOM
funambulesque,0.00,0.07,ADJ
funèbre,4.21,11.69,ADJ
funérailles,9.75,4.53,NOM
funéraire,1.39,2.84,ADJ
funérarium,0.54,0.07,NOM
funeste,4.22,3.11,ADJ
funestement,0.00,0.07,ADV
funiculaire,0.20,0.88,NOM
funky,1.51,0.07,ADJ
furax,4.51,0.81,ADJ
furet,0.69,0.14,NOM
furetage,0.02,0.07,NOM
fureter,0.40,1.08,VER
fureteur,0.01,0.54,ADJ
furette,0.00,0.14,NOM
fureur,7.03,30.61,NOM
furia,0.02,0.27,NOM
furibard,0.17,1.01,ADJ
furibond,0.25,1.35,ADJ
furie,2.05,5.54,NOM
furieusement,0.87,7.30,ADV
furieux,1.84,3.24,NOM
furieux,18.06,29.53,ADJ
furioso,0.46,0.14,ADJ
furoncle,0.61,0.34,NOM
furonculeux,0.00,0.07,ADJ
furonculose,0.00,0.07,NOM
furtif,1.41,5.54,ADJ
furtivement,1.13,5.07,ADV
furtivité,0.07,0.00,NOM
fusain,0.30,1.76,NOM
fusant,0.00,0.27,NOM
fusant,0.00,0.41,ADJ
fuseau,0.39,0.88,NOM
fusée,6.00,4.59,NOM
fuselage,0.44,0.47,NOM
fuselé,0.00,0.20,ADJ
fuser,0.34,1.22,VER
fusible,1.59,0.14,NOM
fusiforme,0.00,0.20,ADJ
fusil,36.52,39.32,NOM
fusilier,0.23,0.00,NOM
fusillade,8.35,8.18,NOM
fusillé,0.68,0.88,ADJ
fusiller,2.19,6.49,VER
fusion,6.29,5.74,NOM
fusionnel,0.00,0.14,ADJ
fusionnement,0.01,0.00,NOM
fusionner,1.01,0.00,VER
fustanelle,0.00,0.07,NOM
fustigation,0.01,0.00,NOM
fustiger,0.05,0.41,VER
futaie,0.00,2.50,NOM
futaille,0.00,0.88,NOM
futaine,0.10,0.00,NOM
futal,0.68,0.47,NOM
futile,2.23,4.86,ADJ
futilement,0.00,0.14,ADV
futilité,0.22,2.23,NOM
futon,0.28,0.00,NOM
futur,9.41,13.92,ADJ
futur,25.73,10.61,NOM
futurisme,0.00,0.07,NOM
futuriste,0.06,0.20,NOM
futuriste,0.36,0.41,ADJ
futurologue,0.10,0.00,NOM
fuyant,0.01,1.15,NOM
fuyant,0.68,3.92,ADJ
fuyard,0.03,0.20,ADJ
fuyard,0.40,1.15,NOM
gabardine,0.23,3.11,NOM
gabare,0.10,0.20,NOM
gabarit,0.30,1.62,NOM
gabbro,0.01,0.00,NOM
gabegie,0.04,0.34,NOM
gabelle,0.02,0.07,NOM
gabelou,0.00,0.07,NOM
gabier,0.09,0.20,NOM
gabion,0.00,0.07,NOM
gable,0.01,0.14,NOM
gabonais,0.00,0.20,ADJ
gabonais,0.00,0.34,NOM
gâchage,0.00,0.07,NOM
gâche,0.34,1.69,NOM
gâcher,18.26,6.49,VER
gâchette,4.89,1.82,NOM
gâcheur,0.01,0.00,NOM
gâchis,6.24,3.85,NOM
gadget,1.31,0.41,NOM
gadin,0.12,0.54,NOM
gadjo,0.54,0.00,NOM
gadolinium,0.01,0.00,NOM
gadoue,0.37,2.36,NOM
gadouille,0.00,0.47,NOM
gaélique,0.01,0.00,ADJ
gaélique,0.17,0.14,NOM
gaffe,33.92,17.57,NOM
gaffer,0.07,1.55,VER
gaffeur,0.02,0.20,ADJ
gaffeur,0.08,0.07,NOM
gager,0.34,0.07,VER
gageure,0.35,1.28,NOM
gagnage,0.00,0.14,NOM
gagnant,2.99,0.95,ADJ
